conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,ocr_text,combined_text,processed_combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
1932781359850008757,Wed Jun 11 19:54:58 +0000 2025,0,@_ChasinChecks @GatsbyArts @KollegeKidd @grok Which is more expensive the galaxy z fold 6 or IPhone 16 pro max?,1932889316126081442,,_ChasinChecks,en,,0,0,0,https://x.com/undefined/status/1932889316126081442,334478809,,,@_ChasinChecks @GatsbyArts @KollegeKidd @grok Which is more expensive the galaxy z fold 6 or IPhone 16 pro max? ,chasinchecks gatsbyarts kollegekidd grok which is more expensive the galaxy fold or,0,0,0,0,0,0,0,0,0,0,0,0
1932889243124129966,Wed Jun 11 19:54:41 +0000 2025,0,How th!eves are being treated after being caught in other countries and Africa Wait till the end (Korea Japan South Africa 2010 Adams Oshiomole iPhone 16 Mide Biggest Bird) https://t.co/4T0TV7D25Q,1932889243124129966,https://pbs.twimg.com/amplify_video_thumb/1932888579715289088/img/Z3qw8HCQC7LMsD9T.jpg,,en,,0,0,0,https://x.com/undefined/status/1932889243124129966,998673200144965638,,"aw, oe
Ga be BE
Other countries:
Gh ws HG
","How th!eves are being treated after being caught in other countries and Africa Wait till the end (Korea Japan South Africa 2010 Adams Oshiomole iPhone 16 Mide Biggest Bird) https://t.co/4T0TV7D25Q aw, oe
Ga be BE
Other countries:
Gh ws HG
",how theves are being treated after being caught other countries and africa wait till the end korea japan south africa adams oshiomole mide biggest bird aw oe be be other countries gh ws hg,0,0,0,0,0,0,0,0,0,0,0,0
1932834785736475126,Wed Jun 11 19:52:59 +0000 2025,0,@Honeyfarsafi Iphone 16 loading,1932888816911589428,,Honeyfarsafi,en,,0,0,0,https://x.com/undefined/status/1932888816911589428,1748516005511401473,,,@Honeyfarsafi Iphone 16 loading ,honeyfarsafi loading,0,0,0,0,0,0,0,0,0,0,0,0
1932623177575792712,Wed Jun 11 19:50:40 +0000 2025,0,@Yesiamarmyyduh @SetMeFreePt2JM @adoresaf do you habe iPhone 16 pro max? ,1932888230845952284,,Yesiamarmyyduh,en,,0,0,0,https://x.com/undefined/status/1932888230845952284,1394353615834271746,,,@Yesiamarmyyduh @SetMeFreePt2JM @adoresaf do you habe iPhone 16 pro max?  ,yesiamarmyyduh setmefreept2jm adoresaf do you habe,0,0,0,0,0,0,0,0,0,0,0,0
1932811657870266663,Wed Jun 11 19:49:34 +0000 2025,0,@Bigwavee00 iPhone 16,1932887953342411192,,Bigwavee00,en,,0,0,0,https://x.com/undefined/status/1932887953342411192,1667137903883853825,,,@Bigwavee00 iPhone 16 ,bigwavee00,0,0,0,0,0,0,0,0,0,0,0,0
1932887712605909409,Wed Jun 11 19:48:36 +0000 2025,2,Had the iPhone 13 Pro Max for years just got the iPhone 16 pro and I hate it much prefer my old 13. The newer iPhones are shit https://t.co/miHp5Ep9Ba,1932887712605909409,https://pbs.twimg.com/media/GtL_IO7WQAAUZqg.jpg,,en,,0,2,0,https://x.com/undefined/status/1932887712605909409,1049145950,,,Had the iPhone 13 Pro Max for years just got the iPhone 16 pro and I hate it much prefer my old 13. The newer iPhones are shit https://t.co/miHp5Ep9Ba ,had the for years just got the and i hate much prefer my old the newer iphones are shit,0,0,0,0,0,0,0,0,0,0,0,0
1932811657870266663,Wed Jun 11 19:48:16 +0000 2025,0,@Bigwavee00 iPhone 16 and sell it Shit has more value that 250k,1932887626081522017,,Bigwavee00,en,,0,0,0,https://x.com/undefined/status/1932887626081522017,1781276405197668352,,,@Bigwavee00 iPhone 16 and sell it Shit has more value that 250k ,bigwavee00 and sell shit has more value that,0,0,0,0,0,0,0,0,0,0,0,0
1932887614106845544,Wed Jun 11 19:48:13 +0000 2025,0,The Magnolia iPhone 16 Pro Max MagSafe Cover Blooming Stained by TheCrowsGiftShop https://t.co/dzKBuvDGKI via @Etsy,1932887614106845544,,,en,,0,0,0,https://x.com/undefined/status/1932887614106845544,1707806544262475777,,,The Magnolia iPhone 16 Pro Max MagSafe Cover Blooming Stained by TheCrowsGiftShop https://t.co/dzKBuvDGKI via @Etsy ,the magnolia magsafe cover blooming stained by thecrowsgiftshop via etsy,0,0,0,0,0,0,0,0,0,0,0,0
1932887560126148771,Wed Jun 11 19:48:00 +0000 2025,0, Oferta Amazon Apple iPhone 16 (128 GB) Branco R$ 4.999 pix https://t.co/ttz3WShML0 https://t.co/NRxOwp20QZ,1932887560126148771,https://pbs.twimg.com/media/GtGpj4qXEAAEqM5.jpg,,it,,0,0,0,https://x.com/undefined/status/1932887560126148771,1730280305485836288,,, Oferta Amazon Apple iPhone 16 (128 GB) Branco R$ 4.999 pix https://t.co/ttz3WShML0 https://t.co/NRxOwp20QZ ,oferta amazon gb branco r pix,0,0,0,0,0,0,0,0,0,0,0,0
1932887337597362480,Wed Jun 11 19:47:07 +0000 2025,1,Even iPhone 16 users climb a boda boda https://t.co/4ekYt17Xp6,1932887337597362480,https://pbs.twimg.com/media/GtL-yizW0AELitH.jpg,,en,,0,0,0,https://x.com/undefined/status/1932887337597362480,1599120684285923332,,,Even iPhone 16 users climb a boda boda https://t.co/4ekYt17Xp6 ,even users climb a boda boda,0,0,0,0,0,0,0,0,0,0,0,0
